x,y,z,A,B,C
374.717,-369.409,-1820.95,3.05197,-1.40306,3.03303
374.738,-369.386,-1821.89,3.04904,-1.40276,3.03021
374.233,-369.492,-1826.81,3.05188,-1.40285,3.03323
373.648,-369.191,-1830.19,3.05013,-1.40299,3.03125
373.602,-369.177,-1830.54,3.04365,-1.40301,3.02501
373.542,-369.286,-1830.9,3.04659,-1.40294,3.0278
373.464,-369.315,-1831.44,3.05028,-1.40287,3.0315
373.414,-369.184,-1832.08,3.04956,-1.40298,3.03078
373.322,-369.17,-1832.73,3.04418,-1.40278,3.02556
373.228,-369.32,-1833.41,3.0432,-1.40296,3.02437
373.134,-369.413,-1834.02,3.052,-1.40273,3.0332
373.16,-369.295,-1834.91,3.04565,-1.40312,3.02691
373.041,-369.271,-1836.05,3.04281,-1.40321,3.0241
373.122,-369.484,-1836.44,3.05108,-1.40309,3.03224
372.996,-369.428,-1837.43,3.05423,-1.40283,3.03556
372.935,-369.268,-1838.11,3.04779,-1.40316,3.02908
372.892,-369.35,-1838.43,3.04695,-1.40279,3.02818
372.757,-369.384,-1839.31,3.0511,-1.40314,3.03241
372.607,-369.165,-1839.64,3.05307,-1.40273,3.03407
372.537,-369.064,-1840.19,3.04625,-1.40296,3.02764
372.525,-369.282,-1841.12,3.04512,-1.403,3.02643
372.404,-369.306,-1841.7,3.05136,-1.40261,3.0326
372.309,-369.254,-1842.37,3.05253,-1.40276,3.03382
372.245,-369.163,-1843.01,3.04648,-1.403,3.02782
371.966,-369.257,-1846.65,3.04504,-1.40304,3.02635
371.881,-369.228,-1847.08,3.05331,-1.40278,3.03445
371.816,-369.132,-1847.57,3.0473,-1.4031,3.02853
371.701,-369.106,-1848.25,3.04371,-1.40291,3.02505
371.583,-369.14,-1849.03,3.0493,-1.40277,3.03045
371.49,-369.09,-1849.57,3.0523,-1.40287,3.0336
371.39,-369.023,-1850.22,3.04809,-1.40286,3.02931
371.241,-369.145,-1850.87,3.04385,-1.403,3.02509
371.103,-369.176,-1851.57,3.04775,-1.40283,3.02896
371.003,-369.176,-1852.2,3.04997,-1.40275,3.0312
370.958,-369.176,-1852.81,3.04746,-1.40288,3.02873
370.918,-369.21,-1853.48,3.04618,-1.40276,3.0273
370.982,-369.293,-1854.71,3.04964,-1.40287,3.03078
370.873,-369.277,-1855.32,3.04816,-1.40315,3.02958
370.88,-369.273,-1856.1,3.04738,-1.40303,3.02857
370.784,-369.33,-1856.77,3.04974,-1.40308,3.03106
370.668,-369.327,-1857.41,3.05128,-1.40309,3.03248
370.547,-369.125,-1857.89,3.04806,-1.40296,3.02933
370.268,-369.235,-1860.76,3.05066,-1.40299,3.03191
370.136,-369.242,-1862.08,3.04889,-1.40319,3.03026
370.102,-369.318,-1863.66,3.05067,-1.40311,3.03187
369.912,-369.284,-1866.43,3.04916,-1.40309,3.0305
369.835,-369.27,-1867.52,3.04829,-1.40297,3.0298
369.773,-369.206,-1867.73,3.04756,-1.4031,3.02898
369.562,-369.042,-1869.31,3.04679,-1.40321,3.02799
369.514,-369.051,-1869.68,3.04631,-1.40291,3.02766
369.484,-369.157,-1870.13,3.04755,-1.40336,3.02866
369.279,-369.078,-1870.6,3.05089,-1.40322,3.03223
369.22,-369.05,-1871.29,3.04862,-1.40335,3.0299
368.806,-369.163,-1874.35,3.04815,-1.40346,3.02958
368.667,-369.061,-1875.47,3.05077,-1.40341,3.03211
368.255,-369.031,-1878.56,3.04783,-1.40335,3.02926
368.162,-369.024,-1879.41,3.0502,-1.40356,3.03145
368.196,-369.07,-1880.56,3.04775,-1.40313,3.02902
368.153,-369.098,-1880.81,3.05036,-1.40331,3.03165
368.065,-369.085,-1881.52,3.05126,-1.40331,3.0325
368.061,-369.099,-1882.2,3.04842,-1.40311,3.02978
368.037,-369.141,-1882.84,3.05084,-1.40342,3.03216
367.923,-369.108,-1883.73,3.05039,-1.40339,3.0318
367.818,-369.077,-1884.35,3.04866,-1.40359,3.03013
367.748,-369.068,-1884.99,3.04983,-1.40311,3.03128
367.666,-369.022,-1885.66,3.05055,-1.40335,3.03197
367.592,-369.085,-1886.5,3.04765,-1.40296,3.02915
367.466,-369.076,-1887.16,3.05071,-1.40343,3.03216
367.429,-369.027,-1887.59,3.04798,-1.4034,3.02944
367.282,-369.056,-1889.34,3.05011,-1.40305,3.03139
367.359,-369.124,-1889.96,3.05059,-1.40326,3.03199
367.347,-369.165,-1890.57,3.04845,-1.40333,3.03002
367.316,-369.173,-1891.23,3.0506,-1.4033,3.03212
367.252,-369.175,-1891.85,3.05005,-1.40344,3.03167
367.278,-369.167,-1892.65,3.04952,-1.40333,3.03108
